LON,LAT,GAP
-73.76406,3.90422,321.92
-73.76406,3.90522,319.79
-73.76406,3.90622,317.61
-73.76406,3.90722,315.38
-73.76406,3.90822,313.11
-73.76406,3.90922,310.81
-73.76406,3.91022,308.49
-73.76406,3.91122,306.17
-73.76406,3.91222,303.86
-73.76406,3.91322,301.57
-73.76406,3.91422,299.31
-73.76406,3.91522,297.11
-73.76406,3.91622,294.95
-73.76406,3.91722,292.87
-73.76406,3.91822,290.86
-73.76406,3.91922,288.93
-73.76406,3.92022,287.09
-73.76406,3.92122,285.35
-73.76406,3.92222,283.70
-73.76406,3.92322,282.15
-73.76406,3.92422,280.70
-73.76406,3.92522,279.34
-73.76406,3.92622,278.09
-73.76406,3.92722,276.93
-73.76406,3.92822,275.86
-73.76406,3.92922,274.89
-73.76406,3.93022,274.00
-73.76406,3.93122,273.21
-73.76406,3.93222,272.49
-73.76406,3.93322,271.86
-73.76406,3.93422,271.31
-73.76406,3.93522,270.83
-73.76406,3.93622,270.42
-73.76406,3.93722,270.09
-73.76406,3.93822,269.82
-73.76406,3.93922,269.62
-73.76406,3.94022,269.47
-73.76406,3.94122,269.39
-73.76406,3.94222,269.37
-73.76406,3.94322,269.40
-73.76406,3.94422,269.49
-73.76406,3.94522,269.63
-73.76406,3.94622,269.82
-73.76406,3.94722,270.06
-73.76406,3.94822,270.34
-73.76406,3.94922,270.67
-73.76406,3.95022,271.05
-73.76406,3.95122,271.46
-73.76406,3.95222,271.92
-73.76406,3.95322,272.42
-73.76406,3.95422,272.95
-73.76406,3.95522,273.53
-73.76406,3.95622,274.13
-73.76406,3.95722,274.78
-73.76406,3.95822,275.45
-73.76406,3.95922,276.16
-73.76406,3.96022,276.89
-73.76406,3.96122,277.66
-73.76406,3.96222,278.45
-73.76406,3.96322,279.26
-73.76406,3.96422,280.10
-73.76406,3.96522,280.80
-73.76406,3.96622,280.96
-73.76406,3.96722,281.13
-73.76406,3.96822,281.31
-73.76406,3.96922,281.51
-73.76406,3.97022,281.72
-73.76406,3.97122,281.93
-73.76406,3.97222,282.16
-73.76406,3.97322,282.40
-73.76406,3.97422,282.65
-73.76406,3.97522,282.90
-73.76406,3.97622,283.16
-73.76406,3.97722,283.43
-73.76406,3.97822,283.71
-73.76406,3.97922,284.00
-73.76406,3.98022,284.29
-73.76406,3.98122,284.59
-73.76406,3.98222,284.89
-73.76406,3.98322,285.21
-73.76406,3.98422,285.52
-73.76406,3.98522,285.84
-73.76406,3.98622,286.17
-73.76406,3.98722,286.50
-73.76406,3.98822,286.84
-73.76406,3.98922,287.18
-73.76406,3.99022,287.52
-73.76406,3.99122,287.87
-73.76406,3.99222,288.22
-73.76406,3.99322,288.58
-73.76406,3.99422,288.94
-73.76406,3.99522,289.30
-73.76406,3.99622,289.66
-73.76406,3.99722,290.03
-73.76406,3.99822,290.40
-73.76406,3.99922,290.77
-73.76406,4.00022,291.14
-73.76406,4.00122,291.51
-73.76406,4.00222,291.89
-73.76406,4.00322,292.27
-73.76406,4.00422,292.65
-73.76406,4.00522,293.03
-73.76306,3.90422,321.65
-73.76306,3.90522,319.98
-73.76306,3.90622,317.68
-73.76306,3.90722,315.33
-73.76306,3.90822,312.92
-73.76306,3.90922,310.49
-73.76306,3.91022,308.03
-73.76306,3.91122,305.57
-73.76306,3.91222,303.11
-73.76306,3.91322,300.68
-73.76306,3.91422,298.29
-73.76306,3.91522,295.95
-73.76306,3.91622,293.67
-73.76306,3.91722,291.47
-73.76306,3.91822,289.36
-73.76306,3.91922,287.33
-73.76306,3.92022,285.41
-73.76306,3.92122,283.59
-73.76306,3.92222,281.87
-73.76306,3.92322,280.27
-73.76306,3.92422,278.77
-73.76306,3.92522,277.37
-73.76306,3.92622,276.09
-73.76306,3.92722,274.90
-73.76306,3.92822,273.82
-73.76306,3.92922,272.83
-73.76306,3.93022,271.94
-73.76306,3.93122,271.14
-73.76306,3.93222,270.43
-73.76306,3.93322,269.81
-73.76306,3.93422,269.26
-73.76306,3.93522,268.79
-73.76306,3.93622,268.40
-73.76306,3.93722,268.08
-73.76306,3.93822,267.83
-73.76306,3.93922,267.65
-73.76306,3.94022,267.52
-73.76306,3.94122,267.47
-73.76306,3.94222,267.47
-73.76306,3.94322,267.52
-73.76306,3.94422,267.63
-73.76306,3.94522,267.80
-73.76306,3.94622,268.02
-73.76306,3.94722,268.28
-73.76306,3.94822,268.59
-73.76306,3.94922,268.95
-73.76306,3.95022,269.36
-73.76306,3.95122,269.81
-73.76306,3.95222,270.30
-73.76306,3.95322,270.83
-73.76306,3.95422,271.39
-73.76306,3.95522,272.00
-73.76306,3.95622,272.64
-73.76306,3.95722,273.32
-73.76306,3.95822,274.03
-73.76306,3.95922,274.77
-73.76306,3.96022,275.54
-73.76306,3.96122,276.34
-73.76306,3.96222,277.17
-73.76306,3.96322,278.03
-73.76306,3.96422,278.90
-73.76306,3.96522,279.77
-73.76306,3.96622,279.95
-73.76306,3.96722,280.14
-73.76306,3.96822,280.34
-73.76306,3.96922,280.55
-73.76306,3.97022,280.77
-73.76306,3.97122,281.01
-73.76306,3.97222,281.25
-73.76306,3.97322,281.50
-73.76306,3.97422,281.77
-73.76306,3.97522,282.04
-73.76306,3.97622,282.31
-73.76306,3.97722,282.60
-73.76306,3.97822,282.89
-73.76306,3.97922,283.19
-73.76306,3.98022,283.50
-73.76306,3.98122,283.81
-73.76306,3.98222,284.13
-73.76306,3.98322,284.46
-73.76306,3.98422,284.79
-73.76306,3.98522,285.12
-73.76306,3.98622,285.46
-73.76306,3.98722,285.81
-73.76306,3.98822,286.16
-73.76306,3.98922,286.51
-73.76306,3.99022,286.87
-73.76306,3.99122,287.23
-73.76306,3.99222,287.59
-73.76306,3.99322,287.96
-73.76306,3.99422,288.33
-73.76306,3.99522,288.70
-73.76306,3.99622,289.08
-73.76306,3.99722,289.45
-73.76306,3.99822,289.83
-73.76306,3.99922,290.22
-73.76306,4.00022,290.60
-73.76306,4.00122,290.98
-73.76306,4.00222,291.37
-73.76306,4.00322,291.76
-73.76306,4.00422,292.15
-73.76306,4.00522,292.54
-73.76206,3.90422,321.25
-73.76206,3.90522,320.23
-73.76206,3.90622,317.81
-73.76206,3.90722,315.32
-73.76206,3.90822,312.77
-73.76206,3.90922,310.19
-73.76206,3.91022,307.57
-73.76206,3.91122,304.95
-73.76206,3.91222,302.34
-73.76206,3.91322,299.75
-73.76206,3.91422,297.21
-73.76206,3.91522,294.73
-73.76206,3.91622,292.32
-73.76206,3.91722,289.99
-73.76206,3.91822,287.76
-73.76206,3.91922,285.63
-73.76206,3.92022,283.62
-73.76206,3.92122,281.72
-73.76206,3.92222,279.94
-73.76206,3.92322,278.27
-73.76206,3.92422,276.73
-73.76206,3.92522,275.30
-73.76206,3.92622,273.98
-73.76206,3.92722,272.78
-73.76206,3.92822,271.68
-73.76206,3.92922,270.69
-73.76206,3.93022,269.79
-73.76206,3.93122,268.99
-73.76206,3.93222,268.29
-73.76206,3.93322,267.67
-73.76206,3.93422,267.14
-73.76206,3.93522,266.68
-73.76206,3.93622,266.31
-73.76206,3.93722,266.00
-73.76206,3.93822,265.77
-73.76206,3.93922,265.61
-73.76206,3.94022,265.51
-73.76206,3.94122,265.48
-73.76206,3.94222,265.50
-73.76206,3.94322,265.59
-73.76206,3.94422,265.73
-73.76206,3.94522,265.92
-73.76206,3.94622,266.16
-73.76206,3.94722,266.46
-73.76206,3.94822,266.80
-73.76206,3.94922,267.19
-73.76206,3.95022,267.63
-73.76206,3.95122,268.11
-73.76206,3.95222,268.63
-73.76206,3.95322,269.19
-73.76206,3.95422,269.80
-73.76206,3.95522,270.44
-73.76206,3.95622,271.11
-73.76206,3.95722,271.83
-73.76206,3.95822,272.57
-73.76206,3.95922,273.35
-73.76206,3.96022,274.16
-73.76206,3.96122,275.00
-73.76206,3.96222,275.87
-73.76206,3.96322,276.76
-73.76206,3.96422,277.68
-73.76206,3.96522,278.63
-73.76206,3.96622,278.92
-73.76206,3.96722,279.13
-73.76206,3.96822,279.35
-73.76206,3.96922,279.58
-73.76206,3.97022,279.82
-73.76206,3.97122,280.07
-73.76206,3.97222,280.33
-73.76206,3.97322,280.60
-73.76206,3.97422,280.88
-73.76206,3.97522,281.16
-73.76206,3.97622,281.46
-73.76206,3.97722,281.76
-73.76206,3.97822,282.07
