LON,LAT,GAP
-73.76406,3.90422,322.04
-73.76406,3.90922,321.19
-73.76406,3.91422,320.47
-73.76406,3.91922,319.54
-73.76406,3.92422,299.74
-73.76406,3.92922,283.59
-73.76406,3.93422,273.40
-73.76406,3.93922,268.04
-73.76406,3.94422,265.98
-73.76406,3.94922,266.19
-73.76406,3.95422,268.01
-73.76406,3.95922,271.04
-73.76406,3.96422,274.97
-73.76406,3.96922,276.46
-73.76406,3.97422,277.72
-73.76406,3.97922,279.22
-73.76406,3.98422,280.90
-73.76406,3.98922,282.72
-73.76406,3.99422,284.63
-73.76406,3.99922,286.62
-73.76406,4.00422,288.65
-73.75906,3.90422,313.53
-73.75906,3.90922,318.63
-73.75906,3.91422,318.00
-73.75906,3.91922,317.22
-73.75906,3.92422,288.38
-73.75906,3.92922,266.00
-73.75906,3.93422,256.06
-73.75906,3.93922,252.50
-73.75906,3.94422,252.30
-73.75906,3.94922,254.17
-73.75906,3.95422,257.50
-73.75906,3.95922,261.94
-73.75906,3.96422,267.24
-73.75906,3.96922,270.31
-73.75906,3.97422,272.20
-73.75906,3.97922,274.25
-73.75906,3.98422,276.42
-73.75906,3.98922,278.68
-73.75906,3.99422,281.00
-73.75906,3.99922,283.34
-73.75906,4.00422,285.70
-73.75406,3.90422,299.24
-73.75406,3.90922,299.43
-73.75406,3.91422,303.82
-73.75406,3.91922,314.27
-73.75406,3.92422,256.51
-73.75406,3.92922,236.11
-73.75406,3.93422,232.92
-73.75406,3.93922,233.82
-73.75406,3.94422,236.63
-73.75406,3.94922,240.71
-73.75406,3.95422,245.87
-73.75406,3.95922,251.97
-73.75406,3.96422,258.89
-73.75406,3.96922,263.94
-73.75406,3.97422,266.51
-73.75406,3.97922,269.16
-73.75406,3.98422,271.85
-73.75406,3.98922,274.59
-73.75406,3.99422,277.33
-73.75406,3.99922,280.06
-73.75406,4.00422,282.76
-73.74906,3.90422,283.81
-73.74906,3.90922,277.13
-73.74906,3.91422,265.94
-73.74906,3.91922,231.99
-73.74906,3.92422,170.10
-73.74906,3.92922,196.51
-73.74906,3.93422,206.50
-73.74906,3.93922,213.42
-73.74906,3.94422,219.71
-73.74906,3.94922,226.20
-73.74906,3.95422,233.28
-73.74906,3.95922,241.17
-73.74906,3.96422,249.90
-73.74906,3.96922,257.46
-73.74906,3.97422,260.74
-73.74906,3.97922,264.01
-73.74906,3.98422,267.26
-73.74906,3.98922,270.48
-73.74906,3.99422,273.66
-73.74906,3.99922,276.80
-73.74906,4.00422,279.87
-73.74406,3.90422,269.82
-73.74406,3.90922,258.24
-73.74406,3.91422,239.88
-73.74406,3.91922,208.52
-73.74406,3.92422,168.10
-73.74406,3.92922,165.83
-73.74406,3.93422,182.31
-73.74406,3.93922,193.47
-73.74406,3.94422,202.54
-73.74406,3.94922,211.05
-73.74406,3.95422,219.86
-73.74406,3.95922,229.48
-73.74406,3.96422,240.19
-73.74406,3.96922,251.00
-73.74406,3.97422,254.99
-73.74406,3.97922,258.88
-73.74406,3.98422,262.69
-73.74406,3.98922,266.42
-73.74406,3.99422,270.05
-73.74406,3.99922,273.60
-73.74406,4.00422,277.05
-73.73906,3.90422,258.92
-73.73906,3.90922,245.52
-73.73906,3.91422,227.27
-73.73906,3.91922,203.32
-73.73906,3.92422,176.71
-73.73906,3.92922,153.28
-73.73906,3.93422,162.86
-73.73906,3.93922,175.38
-73.73906,3.94422,185.83
-73.73906,3.94922,195.56
-73.73906,3.95422,205.56
-73.73906,3.95922,216.65
-73.73906,3.96422,229.39
-73.73906,3.96922,243.89
-73.73906,3.97422,249.33
-73.73906,3.97922,253.84
-73.73906,3.98422,258.20
-73.73906,3.98922,262.43
-73.73906,3.99422,266.54
-73.73906,3.99922,270.51
-73.73906,4.00422,274.34
-73.73406,3.90422,251.21
-73.73406,3.90922,237.72
-73.73406,3.91422,221.13
-73.73406,3.91922,201.69
-73.73406,3.92422,181.07
-73.73406,3.92922,161.65
-73.73406,3.93422,147.25
-73.73406,3.93922,159.28
-73.73406,3.94422,169.81
-73.73406,3.94922,179.77
-73.73406,3.95422,190.15
-73.73406,3.95922,202.05
-73.73406,3.96422,216.68
-73.73406,3.96922,234.78
-73.73406,3.97422,243.85
-73.73406,3.97922,248.94
-73.73406,3.98422,253.85
-73.73406,3.98922,258.58
-73.73406,3.99422,263.15
