STA,LON,LAT
CA01A,-73.68446,3.88612
CA02A,-73.648156,3.833199
CA03A,-73.6942,3.86434
CA04A,-73.61361,3.8727
CA05A,-73.63625,3.85249
CA06A,-73.667235,3.810452
CA07A,-73.649631,3.812896
CH12A,-73.64818,3.89964
CA09A,-73.621796,3.83872
CA10A,-73.633966,3.825359
CA14A,-73.667754,3.86669
CA13A,-73.72346,3.83247
